PPM,DM,vmag,sptype,ra (hrs),dec (deg),pmra (mas/yr),pmdec (mas/yr),ura (mas),udec (mas),upmra (mas/yr),upmdec (mas/yr)
3513,CD-28 6610,6.17,B9V,8.839333333,-28.61805556,-21,-22,0,0,0,0
919,BD+63  390,5.89,B9V,3.121944444,64.05777778,-15,6,0,0,0,0
6316,BD+65 1159,6.41,F1-3V,16.94033333,65.03916667,-41,32,0,0,0,0
7602,CD-3813776,6.55,F4V,19.96147222,-38.05833333,89,-83,0,0,0,0
5714,BD+13 2928,6.28,A0V,15.37311111,12.5675,-4,-4,0,0,0,0
1531,BD+03  681,6.03,K1III,4.812388889,3.588333333,-1,-17,0,0,0,0
8075,BD+52 2859,5.9,K0III,21.06322222,53.28611111,40,37,0,0,0,0
6193,BD-17 4618,4.96,G7.5IICN1Ba0.4,16.69288889,-17.74222222,-20,-1,0,0,0,0
2944,BD-18 1946,6.72,B6Vn,7.651972222,-18.67916667,-21,-26,0,0,0,0
7193,CD-2513655,5.65,K3III,19.04102778,-24.84694444,-22,-175,0,0,0,0
6072,BD+29 2803,5.78,A3V,16.27911111,29.15027778,23,-16,0,0,0,0
1664,CP-54  768,6.27,M2III,5.0835,-54.4075,2,0,0,0,0,0
1217,BD+39  895,2.89,B0.5V+A2V,3.964222222,40.01027778,18,-26,0,0,0,0
6450,CD-2413292,3.27,B2IV,17.36683333,-24.99944444,-4,-20,0,0,0,0
5513,CD-2510537,5.24,G5III,14.79577778,-26.0875,41,-7,0,0,0,0
5112,CP-75  882,6.34,B8IV,13.65330556,-75.68388889,-27,-6,0,0,0,0
6636,BD+02 3406,6.47,K0III,17.82191667,1.961111111,-25,65,0,0,0,0
5938,BD-13 4302,4.88,B5IIIp,15.96983333,-14.27944444,-12,-15,0,0,0,0
8813,BD+07 4981,5.12,M4IIIS+A2V,23.15875,8.677222222,4,2,0,0,0,0
7275,CD-2613936,5.8,K1I,19.22047222,-25.90666667,-2,-6,0,0,0,0
1947,BD-02 1337,6.22,B1.5V,5.677027778,-2.825,8,10,0,0,0,0
3766,BD+35 2015,5.37,M1IIIab,9.525666667,35.10305556,-56,-102,0,0,0,0
8745,BD+83  640,4.71,K4III,22.90688889,84.34611111,92,26,0,0,0,0
8146,BD+10 4516,5.96,K5III,21.31444444,11.20333333,26,15,0,0,0,0
1141,BD+24  546,5.64,B8V,3.752694444,24.83916667,20,-47,0,0,0,0
5381,BD+01 2920,6.27,G1V,14.38758333,1.241666667,226,-477,0,0,0,0
5933,BD+38 2712,5.45,F0IV,15.92988889,37.94694444,31,83,0,0,0,0
6842,BD+42 3035,5.59,B7IV,18.26077778,42.15944444,1,0,0,0,0,0
1062,BD+27  515,5.96,A2V,3.522444444,27.57194444,41,-29,0,0,0,0
7318,CP-68 3218,6.34,K2III,19.4015,-68.37111111,-26,-3,0,0,0,0
5809,CD-2911837,3.66,B2.5V,15.64427778,-29.77777778,-15,-30,0,0,0,0
708,BD+26  409,6.18,K5III,2.451944444,27.01333333,-55,-65,0,0,0,0
8371,BD+60 2318,6.13,G8Ib,21.92241667,61.54194444,4,7,0,0,0,0
4505,CD-36 7371,5.98,K3III,11.72422222,-37.19027778,-15,-24,0,0,0,0
4608,CP-64 1791,6.33,B6Iab-Ib,12.09811111,-65.54722222,-31,-12,0,0,0,0
7806,BD-03 4888,6.11,gK1,20.42847222,-2.800277778,-7,-30,0,0,0,0
639,BD+57  519,6.44,A3Iab,2.228194444,58.56111111,-12,20,0,0,0,0
7603,BD+36 3766,5.76,G1Ib-IICH1Fe-1Ca,19.91341667,36.99611111,14,21,0,0,0,0
5320,BD+13 2764,5.54,F6IV,14.23477778,12.95944444,-256,-52,0,0,0,0
1989,BD+56 1065,6.54,A4IV-V,5.842777778,56.91888889,-9,-8,0,0,0,0
5410,CD-48 9098,5.37,A1V+B,14.50580556,-49.51916667,-52,-47,0,0,0,0
4747,BD+27 2138,6.54,A2m,12.47725,26.22666667,-20,-14,0,0,0,0
7478,BD-00 3813,5.67,A3IV,19.67869444,-0.621111111,17,17,0,0,0,0
5643,CD-48 9704,3.87,B9.5Vne,15.19891667,-48.73777778,-95,-49,0,0,0,0
1423,BD+09  590,6.48,G8III,4.500666667,10.2625,-7,-67,0,0,0,0
528,BD-11  352,4.67,F3III,1.826416667,-10.68638889,-146,-93,0,0,0,0
6209,BD+31 2884,2.81,G0IV,16.68811111,31.60305556,-470,394,0,0,0,0
5088,BD+79  422,5.77,G2.5IIIbCH1,13.44908333,78.64388889,-146,29,0,0,0,0
8179,BD+29 4397,6.05,K1III,21.37830556,30.30972222,15,4,0,0,0,0
3279,CD-32 5185,4.83,K2.5II-III,8.356388889,-33.05444444,-8,4,0,0,0,0
2145,BD-16 1349,4.93,A2eShell,6.083083333,-16.48444444,-6,-1,0,0,0,0
2167,CD-34 2655,5.83,B4IVe,6.117694444,-34.31194444,3,3,0,0,0,0
6767,BD+08 3582,4.64,G8III,18.12177778,8.733888889,11,32,0,0,0,0
8236,BD+79  707,5.97,gG6,21.41380556,80.52472222,44,-16,0,0,0,0
352,BD+44  261,6.11,M1III,1.209444444,45.33777778,21,26,0,0,0,0
3111,CD-43 3758,5.35,B2.5V,7.949416667,-43.50027778,1,13,0,0,0,0
4431,BD+70  665,3.84,M0IIICa-1,11.52338889,69.33111111,-39,-17,0,0,0,0
162,BD+48  192,5.43,K7III,0.65275,49.35444444,8,-11,0,0,0,0
7343,BD+37 3417,6.31,G8V,19.32747222,37.33055556,-66,-187,0,0,0,0
3975,CD-51 4471,6.52,K1III,10.10197222,-52.18805556,-68,15,0,0,0,0
1685,BD+59  857,6.15,K2III-IV,5.253138889,59.40555556,12,-14,0,0,0,0
1339,BD+56  905,5.88,A3V,4.364388889,56.50666667,-14,15,0,0,0,0
2091,CP-52  805,5.29,F0VDel Del,5.913944444,-52.63527778,-5,248,0,0,0,0
8809,BD+63 1931,6.21,K0,23.13255556,64.2225,10,1,0,0,0,0
7544,BD+47 2916,6.12,M2III,19.79077778,47.90777778,-26,-31,0,0,0,0
1783,BD+02  947,6.32,B4IVn,5.410055556,2.352777778,11,-7,0,0,0,0
3022,CD-39 3587,6.57,B2V,7.775944444,-40.05972222,-6,-1,0,0,0,0
6011,BD+06 3169,5.97,K1.5IV,16.15311111,6.378888889,236,-738,0,0,0,0
5404,CD-2810712,4.97,B8V,14.46955556,-29.49166667,-24,-23,0,0,0,0
3622,BD+34 1949,5.93,F9V,9.147527778,33.88222222,-187,-114,0,0,0,0
1904,BD+09  898,4.09,K0IIIbFe-2,5.615083333,9.290555556,91,-305,0,0,0,0
3334,BD-02 2581,6.39,A5m,8.474777778,-2.517222222,-5,-16,0,0,0,0
2558,BD+57 1017,6.05,K3III,6.953666667,57.56333333,18,22,0,0,0,0
5844,BD-14 4266,6.31,K0IV,15.72358333,-15.04333333,-4,-96,0,0,0,0
4453,BD+17 2374,5.95,B4V,11.57847222,16.79694444,-11,3,0,0,0,0
1374,BD+33  853,5.73,B8V,4.408111111,34.13055556,19,-44,0,0,0,0
5991,CP-57 7613,5.57,B9.5V,16.15516667,-57.93444444,-13,-63,0,0,0,0
7131,BD+22 3524,4.59,G4III+A6V,18.91247222,22.645,0,1,0,0,0,0
488,BD+59  307,5.78,B8IIIn,1.722138889,60.55111111,8,-20,0,0,0,0
5414,CD-40 8729,6.39,K3III,14.51569444,-40.845,-30,3,0,0,0,0
2065,CD-29 2595,6.36,F3V,5.903916667,-29.14777778,-20,-51,0,0,0,0
6160,CP-77 1221,4.24,K0III,16.71794444,-77.5175,-287,-350,0,0,0,0
4756,BD-22 3383,5.63,M0III,12.50486111,-23.69666667,-20,-3,0,0,0,0
4435,CP-60 3011,6.38,A3Iae,11.52083333,-61.27833333,-7,3,0,0,0,0
5422,CD-49 8831,4.42,B2III,14.54358333,-50.45694444,-43,-10,0,0,0,0
5980,BD+37 2708,5.83,A2V+F7III,16.05538889,36.63166667,10,-17,0,0,0,0
3605,BD+59 1217,6.45,A2V,9.111972222,59.34444444,-14,-10,0,0,0,0
2941,CD-25 4828,4.7,B8IV,7.638333333,-25.36472222,-7,-7,0,0,0,0
8175,BD+06 4811,5.16,A3V,21.38155556,6.811111111,56,10,0,0,0,0
5016,BD-17 3813,4.74,G6V,13.30675,-18.31138889,-1070,-1065,0,0,0,0
1161,BD+31  650,6.25,G0,3.796916667,32.195,-32,-47,0,0,0,0
6484,CD-2413337,4.17,A3m,17.4395,-24.17527778,0,-116,0,0,0,0
6662,BD+15 3292,6.46,K0III,17.86625,15.32583333,0,31,0,0,0,0
1447,BD-07  838,5.72,B9pSi,4.565222222,-6.738888889,0,-7,0,0,0,0
7141,BD-01 3602,6.22,B9III,18.93963889,-1.8,-5,-22,0,0,0,0
1464,BD+52  865,5.05,K0III,4.665194444,53.07972222,-2,-13,0,0,0,0
8162,BD+23 4294,5.57,K1III,21.35122222,23.85583333,243,-120,0,0,0,0
8299,BD-15 6052,5.99,F0V,21.73361111,-14.74944444,-23,8,0,0,0,0
2661,BD-21 1732,6.09,K0,7.07975,-22.03222222,20,-58,0,0,0,0
494,CD-32  666,5.25,K0III,1.702388889,-32.32694444,-65,-25,0,0,0,0
9004,CP-69 3335,6.89,F2V,23.78980556,-68.39416667,45,-43,0,0,0,0
2504,CD-39 2831,6.62,B6Vnne,6.767583333,-39.54,3,14,0,0,0,0
8863,BD-14 6448,5.08,G5IV,23.31852778,-13.45888889,298,-101,0,0,0,0
8178,CP-65 3918,4.22,F6V,21.44072222,-65.36611111,79,799,0,0,0,0
6231,BD+05 3272,5.24,B9pCr:,16.79622222,5.246666667,-16,-41,0,0,0,0
3126,CD-48 3349,4.41,B1Vp+B3IV:,7.970666667,-49.245,-11,8,0,0,0,0
4972,CP-59 4815,4.6,B8V,13.20483333,-59.92083333,-49,-24,0,0,0,0
3434,BD-08 2452,6.63,A1Vn,8.683777778,-9.051944444,-33,2,0,0,0,0
4489,CP-64 1685,5.17,G2III+A0V,11.65816667,-65.39777778,-42,-6,0,0,0,0
8714,BD-05 5885,5.72,K0III-IV,22.91972222,-4.987777778,34,-5,0,0,0,0
7231,CP-55 9001,6.49,K1III,19.14780556,-55.72027778,31,-110,0,0,0,0
8424,BD+47 3692,6.27,B2V,22.09755556,48.23166667,-5,4,0,0,0,0
699,BD+09  316,5.47,B7IV,2.413611111,10.61055556,20,-17,0,0,0,0
6602,BD+57 1791,6.77,K0,17.67672222,57.31027778,-4,27,0,0,0,0
1250,BD+05  584,5.33,B3V,4.062388889,5.435555556,3,-10,0,0,0,0
2668,BD+22 1577,7.68,S3.9e,7.122611111,22.70361111,3,-2,0,0,0,0
4995,BD+12 2572,5.67,M0III,13.24202778,11.33166667,74,-52,0,0,0,0
190,BD+47  183,4.54,B5IIIe,0.745416667,48.28444444,19,-8,0,0,0,0
1912,CD-28 2298,6.26,A2/3III/V:,5.602861111,-28.70777778,23,0,0,0,0,0
4770,CP-71 1336,3.87,B5V,12.54111111,-72.13305556,-58,-2,0,0,0,0
1592,BD-14 1003,6.15,B1V,4.962444444,-14.23138889,10,11,0,0,0,0
4563,BD+57 1343,5.84,K1III,11.93288889,56.59861111,10,0,0,0,0,0
778,BD-12  501,4.84,F5V+F6V,2.659388889,-11.87222222,146,-236,0,0,0,0
5750,CD-3210868,6.46,B7V,15.53063889,-32.88111111,-12,-24,0,0,0,0
8895,CP-5212150,5.75,M0III,23.40363889,-51.89138889,5,-41,0,0,0,0
4224,BD+11 2283,5.34,A2V,10.82094444,10.54527778,-3,-25,0,0,0,0
8143,BD+34 4371,4.43,B2Vne,21.29863889,34.89694444,14,-2,0,0,0,0
779,BD+26  443,5.3,A3V,2.678083333,27.06083333,67,-31,0,0,0,0
8338,BD+19 4793,6.29,B2V,21.82413889,20.4625,3,-2,0,0,0,0
2854,BD+28 1396,5.05,A4V,7.489,28.11805556,-41,-56,0,0,0,0
5334,CD-32 9982,6.55,F0V,14.27175,-33.24138889,22,4,0,0,0,0
4746,CP-55 5084,6.15,K0-1III,12.47594444,-56.40777778,-240,-220,0,0,0,0
4281,BD-15 3174,5.89,M2III,10.99191667,-16.35388889,-46,-16,0,0,0,0
5884,BD+55 1779,5.86,A3m,15.79388889,55.37666667,11,10,0,0,0,0
2949,CD-39 3463,6.59,A0,7.640055556,-39.99138889,13,18,0,0,0,0
7983,CP-58 7788,3.65,K1II,20.9135,-58.45416667,17,-26,0,0,0,0
6351,CD-2611896,6.29,A0III,17.11477778,-26.51305556,1,-11,0,0,0,0
2034,BD+01 1151,4.78,K1.5IIb,5.874,1.855,-7,-12,0,0,0,0
6168,BD-02 4211,5.75,K2V,16.60597222,-2.324722222,458,-310,0,0,0,0
1756,BD-05 1225,6.39,B8III,5.340666667,-5.366666667,-11,29,0,0,0,0
3824,BD+07 2160,5,K1III,9.620194444,6.835833333,-60,1,0,0,0,0
1964,BD-06 1293,6.02,F3V,5.714944444,-6.796111111,-3,68,0,0,0,0
5486,CD-34 9888,4.92,A0V,14.74977778,-35.19194444,3,-4,0,0,0,0
676,BD+46  557,6.11,B5V,2.344833333,47.31083333,7,-7,0,0,0,0
8026,BD+56 2515,6.23,B2.5IV,20.93805556,56.8875,4,2,0,0,0,0
1597,BD+14  796,6.09,B7V,4.983166667,14.54277778,6,-17,0,0,0,0
1976,BD+42 1396,6.29,K0,5.787416667,42.52666667,9,-88,0,0,0,0
6646,CD-4112139,6.2,F8IV-V,17.88130556,-41.99666667,154,-196,0,0,0,0
2790,BD+37 1707,5.13,K0III,7.367388889,36.76055556,-98,-23,0,0,0,0
39,BD+14   14,2.83,B2IV,0.220611111,15.18361111,3,-12,0,0,0,0
2092,BD+37 1380,2.62,A0pSi,5.995361111,37.2125,48,-81,0,0,0,0
692,CD-24 1038,5.2,G0Va,2.375722222,-23.81638889,200,-62,0,0,0,0
8622,BD+74  978,5.79,M1IIIab,22.62027778,75.37166667,44,6,0,0,0,0
7402,BD-00 3760,6.25,K2,19.48833333,0.246111111,7,-8,0,0,0,0
3543,BD+40 2125,5.89,F3III,8.941805556,40.20166667,-83,-33,0,0,0,0
2833,BD+10 1532,6.37,A2IV,7.441083333,10.60833333,-21,5,0,0,0,0
4816,CD-48 7597,2.17,A1IV,12.69194444,-48.95972222,-189,-5,0,0,0,0
8261,BD-08 5701,4.69,A7V,21.62919444,-7.854166667,116,-25,0,0,0,0
5308,CP-54 5933,6.11,B5Ve,14.22775,-54.62583333,-19,-15,0,0,0,0
2277,BD+02 1197,6.31,A4.5V,6.357166667,2.268611111,-16,-26,0,0,0,0
1744,BD-18 1051,5.96,G0V,5.314,-18.13,381,58,0,0,0,0
3523,BD+05 2074,6.33,A5V,8.873388889,5.34,-4,-15,0,0,0,0
8764,CD-3515630,5.11,F0V+F3V,23.05827778,-34.74944444,76,80,0,0,0,0
220,BD+50  147,4.89,B9III,0.813916667,50.96833333,35,-6,0,0,0,0
3938,CP-52 2980,6.12,B3IV,9.953027778,-52.63888889,-10,-2,0,0,0,0
2228,BD+06 1172,6.07,B6Ve,6.261138889,6.066111111,-8,-24,0,0,0,0
4847,CD-32 8912,5.86,K3III,12.77944444,-33.31555556,-7,-30,0,0,0,0
4876,CD-39 7879,5.98,B8V,12.86577778,-39.68083333,-35,-28,0,0,0,0
6388,BD+24 3140,6.19,A8V,17.18422222,24.23777778,-11,33,0,0,0,0
4134,BD+35 2154,5.58,A2Vn,10.55858333,34.98861111,-29,-6,0,0,0,0
3439,CP-52 1579,5.19,B4IV,8.666,-53.055,-22,12,0,0,0,0
1852,BD-07 1106,4.62,B0V,5.532166667,-7.301388889,-1,-5,0,0,0,0
3384,BD+20 2118,6.58,G0III,8.588722222,19.59,-36,-10,0,0,0,0
1113,BD-03  591,6.23,G5,3.660638889,-3.393055556,-22,-73,0,0,0,0
6843,CD-2512995,6.51,gK1,18.31158333,-25.60472222,-4,-30,0,0,0,0
5830,BD+37 2665,6,B9V,15.65616667,36.63666667,-14,-13,0,0,0,0
3624,BD+22 2061,5.14,G9IIIFe-1CH-0.5,9.155972222,22.04555556,1,5,0,0,0,0
6905,CP-57 9063,5.76,K0III,18.49908333,-57.52305556,51,-25,0,0,0,0
4540,BD+13 2465,6.35,F0IVm s,11.84869444,12.27888889,-137,23,0,0,0,0
5871,BD+14 2940,6,gK2,15.80369444,13.78861111,-6,-116,0,0,0,0
1236,BD+12  539,3.47,B3V+A4IV,4.011333333,12.49027778,-6,-12,0,0,0,0
3241,CD-46 3929,5.13,B2.5IV,8.226722222,-46.99194444,3,-4,0,0,0,0
6550,CD-4212312,1.87,F1II,17.622,-42.99777778,15,-2,0,0,0,0
7949,CD-4613718,4.89,K5III,20.82472222,-46.22694444,40,24,0,0,0,0
3819,BD-18 2728,6.31,A2V,9.592694444,-19.58361111,-38,-46,0,0,0,0
7891,BD+23 4084,5.04,B5IV,20.64219444,24.11611111,10,-2,0,0,0,0
3345,BD+37 1870,6.18,A0V,8.522194444,37.26583333,-16,1,0,0,0,0
683,CD-42  785,6.37,K2III,2.323527778,-41.84833333,9,23,0,0,0,0
3702,BD+35 1979,3.13,K7IIIab,9.350916667,34.3925,-221,19,0,0,0,0
6737,CP-64 3796,6.41,K2-3III,18.13008333,-64.55,-15,-53,0,0,0,0
324,BD+31  185,6.25,F5IV,1.133694444,32.01222222,204,-30,0,0,0,0
3742,CD-28 7271,6.1,B6Ve,9.445777778,-28.7875,-27,-1,0,0,0,0
79,BD+32   45,5.79,K5III,0.345972222,32.91138889,-26,-14,0,0,0,0
3088,CD-35 4002,5.49,B2V,7.903055556,-35.8775,-1,-10,0,0,0,0
7986,CD-2416328,6.33,K0III,20.88366667,-23.78305556,99,-53,0,0,0,0
7686,BD+35 3959,5.36,K0IV,20.10605556,35.9725,-224,-438,0,0,0,0
176,BD+23   94,6.04,A7m,0.693333333,24.62916667,107,-16,0,0,0,0
2663,CD-42 2929,5.2,Am,7.067444444,-42.33722222,-8,72,0,0,0,0
4128,BD+54 1381,6.45,A1V,10.56211111,53.4975,-47,-25,0,0,0,0
8681,BD+23 4615,3.48,G8+III,22.83338889,24.60166667,147,-42,0,0,0,0
4539,CD-26 8807,6.48,G8III,11.84363889,-27.27777778,-87,10,0,0,0,0
1155,BD+62  612,5.85,A5Vn,3.826861111,63.29722222,-18,-51,0,0,0,0
2838,CD-24 5366,5.78,B7III,7.423694444,-25.21777778,-5,-2,0,0,0,0
3569,BD+12 1948,4.25,A5m,8.974777778,11.85777778,34,-31,0,0,0,0
8253,CD-3315664,6.11,A7Vn,21.61358333,-33.04805556,89,-3,0,0,0,0
7975,BD+51 2957,6.29,B8Vnp,20.81186111,51.91055556,6,7,0,0,0,0
7099,BD-03 4392,6.1,F2III,18.85613889,-3.317777778,0,-20,0,0,0,0
2324,BD+00 1421,6.71,A1Vn,6.449638889,0.840833333,-20,-4,0,0,0,0
3981,CD-36 6156,6.36,K0III,10.13380556,-37.33361111,-11,3,0,0,0,0
4560,CP-62 2408,5.91,A3Ib,11.91661111,-63.27888889,-26,11,0,0,0,0
3572,BD+32 1821,5.2,G8III,8.992388889,32.41861111,-45,-35,0,0,0,0
4001,BD+05 2301,5.77,gK0,10.21341667,4.614722222,-51,-5,0,0,0,0
3498,CD-41 4516,6.43,B2IV-V,8.802444444,-42.46388889,-3,-9,0,0,0,0
2548,BD+08 1543,5.77,F0Vn,6.880388889,8.380277778,-50,-32,0,0,0,0
6999,BD+08 3780,6.4,M6IIIe+K1III,18.63916667,8.833888889,-14,6,0,0,0,0
7858,BD+42 3778,6.6,B4III,20.54786111,43.19166667,7,1,0,0,0,0
7528,BD+34 3701,6.09,K0II-III+A2V,19.76427778,35.01277778,21,-4,0,0,0,0
7406,BD+52 2434,5.75,A1V,19.45719444,52.32055556,-14,-24,0,0,0,0
8351,BD+28 4215,5.53,F6IV-V vw,21.87497222,28.79333333,-59,-67,0,0,0,0
8149,CD-5013325,6.38,K3III,21.35455556,-49.93777778,-21,-151,0,0,0,0
3372,CD-47 4048,6.39,B2.5V,8.519666667,-47.86666667,1,2,0,0,0,0
5311,CD-2610163,6.24,K0III,14.22033333,-26.61222222,9,-14,0,0,0,0
6733,CD-2413814,5.97,O4V((f)),18.06455556,-24.36055556,2,3,0,0,0,0
1030,BD+59  657,6.49,B9V+A1,3.473222222,60.25555556,18,-21,0,0,0,0
8905,CP-67 3964,6.45,K4III,23.452,-66.58111111,-42,-23,0,0,0,0
7423,BD+83  552,6.53,A3V,19.25216667,83.46277778,8,12,0,0,0,0
2657,BD+34 1524,5.55,G8IV,7.103222222,34.47388889,-55,-48,0,0,0,0
8954,CP-77 1583,6,K0-2III,23.64002778,-76.87,82,-32,0,0,0,0
8354,BD+55 2639,5.71,B6IV-V,21.86694444,55.79694444,13,3,0,0,0,0
7558,BD-19 5631,5.92,G5III,19.87,-19.045,2,-58,0,0,0,0
8122,CP-65 3900,6.31,B8V,21.30008333,-64.68166667,6,-37,0,0,0,0
8770,BD+03 4818,4.53,B6Ve,23.06461111,3.82,13,-11,0,0,0,0
27,BD+45   17,5.03,F2II,0.172027778,46.07222222,8,0,0,0,0,0
2246,BD-16 1415,5.92,B2.5Vn,6.268805556,-16.61777778,-2,8,0,0,0,0
2528,CP-72  522,6.37,G8III,6.726888889,-73.11805556,12,-93,0,0,0,0
3330,BD+14 1899,5.95,A5V,8.477027778,14.21083333,-14,-11,0,0,0,0
5962,CD-2811817,6.03,K3III,16.04427778,-29.13583333,36,-13,0,0,0,0
2937,CD-48 3069,5.72,B9.5V,7.612194444,-48.83027778,-1,-3,0,0,0,0
2736,BD-10 1933,6.03,B0III,7.241166667,-10.31666667,-4,-11,0,0,0,0
175,BD+65   83,5.83,G9III-IV,0.700944444,66.1475,-13,-9,0,0,0,0
8727,BD+19 5036,5.49,G2.5IVa,22.95775,20.76888889,204,59,0,0,0,0
1424,CP-80  116,5.69,K2-3III+A,4.29975,-80.21388889,18,61,0,0,0,0
2865,BD-14 1925,6.05,F7V,7.489416667,-14.99916667,-185,-254,0,0,0,0
4284,BD-17 3273,4.08,K0+III,10.99625,-18.29888889,-460,130,0,0,0,0
6042,CD-4710611,5.14,B8V,16.25425,-47.37222222,-32,-51,0,0,0,0
6793,CP-63 4334,6.47,K4III,18.23783333,-63.68944444,-33,-51,0,0,0,0
2133,BD-14 1315,6.2,G5,6.042722222,-14.49722222,11,12,0,0,0,0
8417,CP-76 1547,6.55,K2IIICNII,22.17847222,-75.88055556,35,-2,0,0,0,0
6697,CD-2313731,4.76,B9V,17.99655556,-23.81611111,1,-47,0,0,0,0
4851,BD+06 2660,6.34,A0pSrEuCr,12.78397222,5.950833333,35,-43,0,0,0,0
7393,BD+36 3557,5.15,B9pSi,19.43586111,36.31777778,5,14,0,0,0,0
5423,CP-54 6053,5.87,F6IV-V,14.559,-54.99833333,-95,4,0,0,0,0
6815,CD-4412456,5.46,G8-K0III,18.26463889,-44.20666667,74,12,0,0,0,0
8248,BD-04 5489,5.77,gG9,21.58822222,-3.983055556,-5,1,0,0,0,0
595,BD+64  285,6.52,A0V,2.077805556,65.10333333,51,-32,0,0,0,0
2438,BD+04 1365,6.57,B8IIIn,6.647083333,4.700555556,12,-8,0,0,0,0
6516,BD+67 1014,6.43,K0V,17.41672222,67.30638889,-525,-4,0,0,0,0
1901,BD+33 1102,6.33,K0,5.629361111,33.55916667,3,0,0,0,0,0
5674,BD+42 2577,6.13,M2IIIa,15.23619444,42.17138889,19,-14,0,0,0,0
5402,BD+19 2810,5.39,F0m,14.44094444,19.22694444,-71,25,0,0,0,0
67,BD+00   28,6.17,K0II,0.296583333,1.688888889,95,12,0,0,0,0
2482,BD+55 1122,6.33,dF6,6.803583333,55.70444444,57,-101,0,0,0,0
1299,CD-42 1400,4.93,A9V,4.180722222,-41.99361111,196,63,0,0,0,0
7030,BD+34 3285,6.47,B5V,18.70225,34.74666667,10,8,0,0,0,0
989,BD-01  469,5.38,G9IV,3.306222222,-0.930277778,252,-52,0,0,0,0
3829,BD-08 2725,6.4,A1V,9.630972222,-9.424444444,-62,2,0,0,0,0
8991,CP-71 2771,6.07,G8-K0IV,23.74038889,-70.49027778,243,62,0,0,0,0
3743,CD-39 5507,6.2,A7III,9.44125,-40.50194444,25,2,0,0,0,0
5888,CP-68 2585,5.09,G5IIa,15.92488889,-68.60305556,-12,-3,0,0,0,0
3405,BD+53 1272,5.91,gK1,8.654888889,52.71166667,-29,-28,0,0,0,0
3013,CD-37 3861,6.54,B3IV,7.751277778,-37.88777778,-23,7,0,0,0,0
647,BD+08  345,4.37,G6II-IIICN-2,2.216666667,8.846666667,-22,-9,0,0,0,0
8844,CD-4514982,5.92,K1III,23.27769444,-44.48916667,-4,-7,0,0,0,0
8731,BD+38 4904,6.18,B2IV-V,22.96130556,39.30888889,2,-8,0,0,0,0
8852,CP-68 3567,6.13,K2-3III,23.30555556,-67.47111111,21,14,0,0,0,0
7256,BD+41 3232,6.49,B3V,19.10472222,41.41388889,3,-2,0,0,0,0
7110,BD+28 3104,6.18,K1II-III,18.85997222,28.78361111,12,8,0,0,0,0
3818,CP-72  835,5.47,K4III,9.52675,-73.08083333,-27,1,0,0,0,0
4140,CD-46 6205,5.02,K4III,10.54913889,-47.00333333,-19,3,0,0,0,0
5577,CD-42 9871,6.1,F5III,14.99086111,-43.16,-18,-13,0,0,0,0
4141,CP-58 2285,6,A2Iab,10.54655556,-58.66694444,-24,0,0,0,0,0
7607,BD+11 4055,5.28,A1IV,19.93730556,11.42388889,34,9,0,0,0,0
8609,BD-08 5912,6.23,G0III+F0V,22.6395,-7.897777778,76,-4,0,0,0,0
2172,BD+48 1352,6.82,A8V,6.193472222,48.71305556,12,-66,0,0,0,0
4302,BD-10 3184,5.5,G7-III,11.05413889,-11.30361111,-70,-108,0,0,0,0
3232,BD+60 1124,5.64,A7IV,8.297333333,59.57111111,-6,3,0,0,0,0
7696,BD+34 3881,6.11,B5Ib,20.12816667,34.42305556,2,0,0,0,0,0
4523,CP-57 4989,5.41,K5III,11.78863889,-57.69638889,-25,17,0,0,0,0
5789,CP-69 2422,6.44,A1V,15.66986111,-70.22777778,-49,-60,0,0,0,0
5834,CD-3710441,5.24,G8-K0III,15.71063889,-37.425,-48,-21,0,0,0,0
7993,BD+32 3974,6.44,B3III,20.86675,32.84916667,-9,6,0,0,0,0
7554,BD+08 4236,0.77,A7V,19.84638889,8.868333333,538,386,0,0,0,0
473,BD+42  345,5.61,gA9,1.677722222,43.29777778,127,-37,0,0,0,0
6569,CD-4611747,5.79,A0V,17.68786111,-46.92194444,12,-9,0,0,0,0
1317,BD+08  657,4.29,B3IV,4.258916667,8.892222222,21,-24,0,0,0,0
2036,BD-09 1255,5.97,A2Vnp,5.868777778,-9.041388889,-27,52,0,0,0,0
5914,CD-2511190,5.62,A3V,15.92502778,-26.26583333,-45,-21,0,0,0,0
6279,CD-3311570,6.37,K5III,16.93272222,-33.50722222,23,-2,0,0,0,0
1658,BD-13 1063,6.05,A0V,5.110194444,-13.12194444,19,35,0,0,0,0
5107,BD+37 2426,4.98,F2IV,13.57994444,37.1825,86,-9,0,0,0,0
8301,BD+48 3480,6.09,G8II,21.71080556,49.60027778,10,-2,0,0,0,0
8982,BD+56 3067,6.24,G8III,23.69847222,57.26,5,-2,0,0,0,0
1590,BD+60  853,6.03,F4V,5.026638889,61.07805556,8,-175,0,0,0,0
8712,BD+16 4833,6.12,S4+/1+,22.90991667,16.94166667,19,-8,0,0,0,0
5941,CD-2511228,2.89,B1V+B2V,15.98086111,-26.11416667,-11,-26,0,0,0,0
7689,BD+55 2324,6.21,F4V,20.08930556,56.34138889,-4,80,0,0,0,0
3258,CD-29 5897,6.45,K0III,8.299527778,-30.00333333,41,14,0,0,0,0
8757,CD-3715047,6.47,K1III,23.04277778,-36.42083333,31,-35,0,0,0,0
